codigo_ocorrencia4;recomendacao_numero;recomendacao_dia_assinatura;recomendacao_dia_encaminhamento;recomendacao_dia_feedback;recomendacao_conteudo;recomendacao_status;recomendacao_destinatario_sigla;recomendacao_destinatario
77803;IG-065/CENIPA/2018 - 08;2019-12-18;2020-01-14;2020-10-05;ANALISAR A pertinencia DE SE ESTABELECER UM MODELO OPERACIONAL QUE DEFINA, CLARAMENTE, OS PROCEDIMENTOS A SEREM ADOTADOS PELOS CONTROLADORES DE TRaFEGO AaREO DAS DIVERSAS POSIaaES DA TORRE DE CONTROLE DO AERaDROMO INTERNACIONAL DE BRASaLIA, EM RELAaaO a COORDENAaaO DOS TRaFEGOS QUANDO ESTES ESTIVEREM TRANSITANDO PELOS PONTOS CEGOS DO AERaDROMO.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAaO AaREO
77803;IG-065/CENIPA/2018 - 09;2019-12-18;2020-01-14;2020-10-05;AVALIAR A VIABILIDADE DA IMPLANTAaaO DE UM RADAR DE MOVIMENTAaaO DE SUPERFaCIE (SURFACE MOVEMENT RADAR - SMR) EM SBBR, A FIM DE MITIGAR OS RISCOS DE INCURSaO EM PISTA DECORRENTES DOS DIVERSOS PONTOS CEGOS EXISTENTES NO AERaDROMO.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAaO AaREO
77792;A-060/CENIPA/2018 - 01;2021-07-08;2021-08-04;2021-09-20;Atuar junto a Aviaaao Agracola Antonio & Carmelia Ltda., a fim de que aquele operador aperfeiaoe seus mecanismos administrativos de acompanhamento e conferancia das escrituraaaes dos registros de utilizaaao de suas aeronaves, visando um correto controle dos serviaos de manutenaao necessarios, como forma de prevenir ocorrancias aeronauticas.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77791;IG-062/CENIPA/2018 - 01;2019-12-18;2020-01-13;2020-06-15;ATUAR EM CONJUNTO COM A GOL LINHAS AaREAS S.A., A FIM DE QUE OS TREINAMENTOS DOS PILOTOS DAQUELA EMPRESA ENFATIZEM O FUNCIONAMENTO E INTER-RELAaaO DE TODOS OS COMPONENTES DO SISTEMA DE PRESSURIZAaaO DE SUAS AERONAVES.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77791;IG-062/CENIPA/2018 - 02;2019-12-18;2020-01-13;2020-06-15;ATUAR EM CONJUNTO COM A GOL LINHAS AaREAS S.A., A FIM DE QUE OS TREINAMENTOS DE CRM DAQUELE OPERADOR ENFATIZEM A ASSERTIVIDADE E A CORRETA DIVISaO DE TAREFAS DURANTE O VOO, SOBRETUDO NO QUE SE REFERE a LEITURA DE CHECKLIST E ATUAaaO NOS INTERRUPTORES DE SISTEMAS DA AERONAVE.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77791;IG-062/CENIPA/2018 - 03;2019-12-18;2020-01-13;2020-06-22;VERIFICAR SE OS PROCEDIMENTOS PREVISTOS NA TASK 35-090-00-01/02 TaM SIDO REALIZADOS CORRETAMENTE PELA GOL LINHAS AaREAS S.A., DE MODO A ASSEGURAR QUE OS REQUISITOS DE INSTRUMENTOS E EQUIPAMENTOS PREVISTOS NO RBAC Na 121, NO QUE DIZ RESPEITO a PROVISaO DE OXIGaNIO PARA OS PASSAGEIROS DE AERONAVES PRESSURIZADAS COM MOTOR A TURBINA ESTEJAM SENDO CUMPRIDOS, UMA VEZ QUE, NA OCORRaNCIA EM TELA, EM ALGUNS ASSENTOS, BEM COMO EM UM DOS LAVATaRIOS, NaO HOUVE A LIBERAaaO AUTOMaTICA DAS MaSCARAS DE OXIGaNIO, QUANDO A ALTITUDE PRESSaO DE CABINE ATINGIU VALORES SUPERIORES A 14.000 PaS.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77786;A-059/CENIPA/2018-01;2020-04-22;2020-05-04;2020-05-26;DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAaaO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAaaO CIVIL BRASILEIRA SOBRE A CORRETA UTILIZAaaO DOS FLAPES DURANTE OS PROCEDIMENTOS DE APROXIMAaaO PERDIDA E/OU ARREMETIDA, CONFORME PRECONIZADO NO MANUAL DE OPERAaaES E CHECKLIST DAS AERONAVES OPERADAS.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77781;IG-058/CENIPA/2018 - 01;2021-11-16;2021-12-23;2022-07-07;Atuar junto aos representantes do APP-RJ, da TWR-JR e do Departamento Aerodesportivo do Clube de Aeronautica, com o propasito de debater e atualizar os procedimentos contidos na Carta de Acordo Operacional, de 12NOV2015, com anfase especial as frequancias VHF de coordenaaao entre aeronaves que voam em Espaaos Aareos classe G.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAaO AaREO
77781;IG-058/CENIPA/2018 - 02;2021-11-16;2021-12-23;2022-07-07;Fazer constar, tacitamente, nas AIC, que nao haja circulaaao de aeronaves de asa fixa em areas especaficas de helicapteros, com exceaao de casos previstos na prapria AIC.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAaO AaREO
77770;A-051/CENIPA/2018 - 01;2018-12-04;2019-01-09;2019-01-25;Divulgar os ensinamentos colhidos na presente investigaaao, a fim de alertar pilotos e operadores da aviaaao privada brasileira sobre os riscos decorrentes da falta de planejamento e de gerenciamento do combust?vel, necess?rios para a operaaao aarea segura.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77766;A-052/CENIPA/2018-01;2020-04-22;2020-05-04;2020-10-14;ATUAR JUNTO AO AEROCLUBE DE CANELA, A FIM DE QUE AQUELE OPERADOR APRIMORE SEUS MECANISMOS DE ACOMPANHAMENTO E SUPERVISaO DE TODA A PARTE PRaTICA DA INSTRUaaO AaREA, EM ESPECIAL NA FORMAaaO DE INSTRUTORES DE VOO (INVA), NO INTUITO DE GARANTIR QUE AS OPERAaaES TRANSCORRAM COM ALTOS NaVEIS DE QUALIDADE E SEGURANaA.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77766;A-052/CENIPA/2018-02;2020-04-22;2020-05-04;2020-10-14;ATUAR JUNTO AO AEROCLUBE DE CANELA, A FIM DE QUE AQUELE OPERADOR, POR OCASIaO DOS TREINAMENTOS OFERECIDOS A SEUS TRIPULANTES, ENFATIZE AS TaCNICAS DE ARREMETIDA E OS FATORES QUE LEVAM a EXECUaaO DESSE PROCEDIMENTO, SOBRETUDO QUANDO FOR CONSTATADO PELA TRIPULAaaO QUE A AERONAVE ESTa EM UMA SITUAaaO NaO ESTABILIZADA.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77752;A-049/CENIPA/2018 - 01;2020-05-29;2020-06-23;2020-08-24;ATUAR JUNTO a PIQUIATUBA TaXI AaREO LTDA., A FIM DE QUE AQUELE OPERADOR APERFEIaOE O SEU SISTEMA DE GERENCIAMENTO DE SEGURANaA OPERACIONAL (SGSO), DE FORMA A GARANTIR A MITIGAaaO DOS RISCOS DAS OPERAaaES AaREAS, NAS aREAS DE: PLANEJAMENTO, SUPERVISaO GERENCIAL, OPERAaaO DAS AERONAVES E CULTURA DE SEGURANaA OPERACIONAL.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77752;A-049/CENIPA/2018 - 02;2020-05-29;2020-06-23;2020-08-24;ATUAR JUNTO a PIQUIATUBA TaXI AaREO LTDA., A FIM DE ALERTAR AQUELA ORGANIZAaaO SOBRE OS RISCOS DECORRENTES DA OPERAaaO EM PISTAS NaO HOMOLOGADAS - OU NaO REGISTRADAS - PELA AUTORIDADE DA AVIAaaO CIVIL, FATO QUE FERE O ART. 30 DO CaDIGO BRASILEIRO DE AERONaUTICA.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77750;A-047/CENIPA/2018 - 01;2021-07-08;2021-08-04;2022-07-19;Atuar junto a empresa Marica Taxi Aareo Ltda., a fim de que os procedimentos adotados, durante a operaaao de inspeaao de linhas de transmissao, sejam formalizados, incluindo os aspectos envolvidos na realizaaao de um pairado OGE, especialmente no que diz respeito a direaao e a intensidade do vento, e ao posicionamento do helicaptero em relaaao a rede de energia.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77750;A-047/CENIPA/2018 - 02;2021-07-08;2021-08-04;2022-07-19;Atuar junto a empresa Marica Taxi Aareo Ltda., a fim de verificar o cumprimento dos treinamentos especiais previstos no Programa de Treinamento de Operaaaes (PTO), para a realizaaao dos voos por parte dos tripulantes.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77742;A-044/CENIPA/2018 - 01;2018-06-25;2018-07-18;2018-11-27;Atuar junto a Agrisul Aviaaao Agracola Ltda., a fim de que aquele operador reavalie a adequabilidade de seu Manual de Gerenciamento de Seguranaa Operacional, sobretudo no que diz respeito aos mecanismos de manutenaao da atenaao dos tripulantes durante os serviaos de pulverizaaao e aos cuidados relativos ao planejamento dos voos realizados pela empresa.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77741;A-043/CENIPA/2018 - 01;2018-07-27;2018-08-13;2019-06-14;Atuar junto ? Ceal aviaaao Agracola Ltda., a fim de que aquele operador aprimore o Sistema de Gerenciamento de Seguranaa Operacional (SGSO) adotado pela empresa, sobretudo no que diz respeito aos mecanismos de planejamento de voo e de superviSao gerencial das operaaaes aeroAgracolas.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77733;A-041/CENIPA/2018 - 01;2018-09-04;2018-11-07;2018-12-27;Divulgar os ensinamentos colhidos na presente investigaaao, a fim de alertar os pilotos e operadores de aeronaves modelos EMB-200, EMB-200A, EMB-201, EMB-201A, EMB-202 e EMB-202A e EMB-203, quanto ? importancia do fiel cumprimento das orientaaaes do fabricante sobre o uso da bomba el?trica de combust?vel, bem como dos m?nimos de altura a serem observados fora das aplicaaaes Agracolas, conforme a ICA 100-12.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77733;A-041/CENIPA/2018 - 02;2018-09-04;2018-11-07;2018-12-27;Atuar junto ? Embraer, a fim de que aquele fabricante implemente mecanismos de controle, com vistas a mitigar defici?ncias na fabrica??o do eixo da bomba mec?nica de combust?vel das aeronaves modelos EMB-200, EMB-200A, EMB-201, EMB-201A, EMB-202, EMB-202A e EMB-203.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77733;A-041/CENIPA/2018 - 03;2018-09-04;2018-11-07;2018-12-27;Atuar junto ? Embraer, a fim de que aquele fabricante realize a reviSao dos Manuais de operaaao das Aeronaves modelos EMB-200, EMB-200A, EMB-201, EMB-201A, EMB-202 e EMB-202A, com vistas ? inser??o das orientaaaes contidas no Boletim de Informaaao (BI) n? 200-028-0022 da Embraer, de 21JUN2018, o qual recomenda que a bomba el?trica auxiliar de combust?vel permane?a ligada durante todas as fases de voo.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77731;A-040/CENIPA/2018 - 01;2019-12-18;2020-01-13;2020-06-02;ATUAR JUNTO a EMPRESA BOLZAER AVIAaaO AGRaCOLA LTDA - ME, A FIM DE QUE AQUELA ORGANIZAaaO APERFEIaOE SEUS MECANISMOS DE PLANEJAMENTO DE VOO, GERENCIAMENTO DE RISCO E SUPERVISaO GERENCIAL, VISANDO INCREMENTAR OS NaVEIS DE COMPETaNCIA E SEGURANaA OPERACIONAL REQUERIDOS PARA O DESEMPENHO DAS ATIVIDADES PARA AS QUAIS TAL EMPRESA a CERTIFICADA.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77726;A-018/CENIPA/2018 - 01;2020-05-29;2020-06-22;2020-08-19;ATUAR JUNTO aS ESCOLAS DE FORMAaaO DE PILOTOS DE HELICaPTEROS, A FIM DE INCLUIR OU REFORaAR EM SEU PROGRAMA DE INSTRUaaO AaREA, TREINAMENTO ESPECaFICO RELATIVO AO VOO COM APLICAaaO MANUAL DE POTaNCIA EM SITUAaaES DE FALHA DO GOVERNADOR DE POTaNCIA, ENFATIZANDO SOBRE OS RISCOS DECORRENTES DE INTERPRETAaaES ERRaNEAS DOS INSTRUMENTOS INDICADORES DOS PARaMETROS DO MOTOR.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77726;A-018/CENIPA/2018 - 02;2020-05-29;2020-06-22;2021-01-07;ATUAR JUNTO AOS OPERADORES E aS ORGANIZAaaES DE MANUTENaaO DAS AERONAVES R44, S/N 1361 A 2354, E R44 II, S/N 10262 A 13666, EM ESPECIAL a ORGANIZAaaO DE MANUTENaaO NEP-NACIONAL ESCOLA DE PILOTAGEM LTDA. E AO OPERADOR ULTRA PILOTS TAXI AaREO LTDA., A FIM DE QUE ATENTEM PARA O CORRETO CUMPRIMENTO DA R44 SERVICE LETTER (SL) 47, DE 01AGO14.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77726;A-018/CENIPA/2018 - 03;2020-05-29;2020-06-22;2021-01-07;ATUAR JUNTO a ULTRA PILOTS TAXI AaREO LTDA., A FIM DE QUE ESSE OPERADOR APERFEIaOE SEUS MECANISMOS ADMINISTRATIVOS DE ESCRITURAaaO DOS SERVIaOS DE MANUTENaaO EXECUTADOS EM SUAS AERONAVES, COMO FORMA DE PREVENIR OCORRaNCIAS AERONaUTICAS.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77726;A-018/CENIPA/2018 - 04;2020-05-29;2020-06-22;2020-06-29;DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAaaO, A FIM DE QUE OPERADORES DE HELICaPTEROS, AEROCLUBES E ESCOLAS DE FORMAaaO DA AVIAaaO CIVIL, IMPLEMENTEM OU APRIMOREM SUAS MEDIDAS DE SUPERVISaO, DE MODO A ESTABELECEREM CRITaRIOS ESPECaFICOS E FORMALMENTE DESCRITOS, QUANTO A EXPERIaNCIA DE SEUS PILOTOS, DE MANEIRA A EVITAR, DENTRO DO POSSaVEL, ESCALAR PILOTOS COM POUCA EXPERIaNCIA PARA REALIZAREM VOOS SOLO, DESNECESSARIAMENTE.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77724;A-029/CENIPA/2018 - 01;2019-12-18;2020-01-13;2020-07-23;ATUAR JUNTO AO AEROCLUBE DE ITaPOLIS, A FIM DE QUE AQUELE OPERADOR APRIMORE AS TaCNICAS DE INSTRUaaO UTILIZADAS E ORIENTE OS INSTRUTORES A SEREM MAIS PROATIVOS E CONSERVATIVOS, DE MODO A EVITAR QUE OS ERROS DOS ALUNOS SE APROXIMEM DO PONTO DE IRREVERSIBILIDADE DE UM ACIDENTE.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77724;A-029/CENIPA/2018 - 02;2019-12-18;2020-01-13;2020-07-23;ATUAR JUNTO AO AEROCLUBE DE ITaPOLIS, A FIM DE QUE AQUELE OPERADOR, POR OCASIaO DOS TREINAMENTOS OFERECIDOS A SEUS TRIPULANTES, ENFATIZE AS TaCNICAS DE ARREMETIDA E OS FATORES QUE LEVAM a EXECUaaO DESSE PROCEDIMENTO, SOBRETUDO QUANDO FOR CONSTATADO PELA TRIPULAaaO QUE A AERONAVE ESTa EM UMA APROXIMAaaO NaO ESTABILIZADA.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77718;A-032/CENIPA/2018 - 01;2023-08-15;2023-09-11;2023-12-20;Avaliar a pertinencia de atuar junto a DS AIR TaXI AaREO LTDA., a fim de que seu Programa de Treinamento seja revisto, visando incluir um acompanhamento do desempenho de seus tripulantes, de modo a mitigar todos os reportes em fichas, reavaliando o desempenho ou propondo novos treinamentos.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77717;A-034/CENIPA/2018 - 01;2018-09-04;2018-11-07;2018-11-27;Divulgar os ensinamentos colhidos na presente investigaaao, a fim de alertar pilotos e operadores da aviaaao civil brasileira sobre a importancia da realiza??o de adequados planejamento de voo e gerenciamento do risco, sobretudo quando a tripulaaao nao estiver familiarizada com o local de pouso.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77700;A-031/CENIPA/2018 - 01;2019-06-28;2019-08-20;2020-04-03;ATUAR JUNTO a TIARTE COMaRCIO E MANUTENaaO DE AERONAVES (COM NO 1509-61/ANAC), A FIM DE QUE AQUELA ORGANIZAaaO DE MANUTENaaO DEMONSTRE QUE POSSUI E APLICA TODOS OS RECURSOS NECESSaRIOS a ADEQUADA PRESTAaaO DE SERVIaOS DE MANUTENaaO NAS AERONAVES EMB-720D, CONFORME PRECONIZA A LEGISLAaaO EM VIGOR, OS RESPECTIVOS MANUAIS TaCNICOS E A LISTA DE CAPACIDADES DA EMPRESA.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77700;A-031/CENIPA/2018 - 02;2019-06-28;2019-08-20;2020-04-03;FISCALIZAR AERONAVES QUE TENHAM REALIZADO SERVIaOS DE MANUTENaaO NA TIARTE COMaRCIO E MANUTENaaO DE AERONAVES, A FIM DE VERIFICAR A CONFORMIDADE DOS SERVIaOS REALIZADOS.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77695;IG-030/CENIPA/2018 - 01;2019-06-28;2019-08-20;2019-09-23;AVALIAR A NECESSIDADE DE INCLUIR NA SEaaO 67.77 (A) DO RBAC 67 A NEOPLASIA DE MEMBRANAS MENaNGEAS, A FIM DE EVITAR QUE OS MaDICOS EXAMINADORES CREDENCIADOS POR ESSA AGaNCIA TENHAM INTERPRETAaaES DaBIAS.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77695;IG-030/CENIPA/2018 - 02;2019-06-28;2019-08-20;2019-09-23;AVALIAR A VIABILIDADE DE IMPLANTAR MECANISMOS QUE PERMITAM AOS MaDICOS EXAMINADORES CREDENCIADOS POR ESSA AGaNCIA O ACESSO aS FICHAS DE INSPEaaO DE SAaDE ANTERIORES DOS CANDIDATOS a OBTENaaO/REVALIDAaaO DO CMA E NaO APENAS AO RESULTADO DA INSPEaaO ANTERIOR.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77693;A-033/CENIPA/2018 - 01;2019-12-18;2020-01-13;2020-03-06;ATUAR JUNTO a RONDON AVIAaaO AGRaCOLA LTDA., A FIM DE QUE AQUELE OPERADOR ORIENTE SEUS TRIPULANTES A SEMPRE MANTEREM A BOMBA ELaTRICA AUXILIAR LIGADA DURANTE TODAS AS FASES DO VOO, CONFORME PREVa O BOLETIM DE INFORMAaaO (BI) 200-028-0022, EMITIDO PELA EMBRAER EM 21JUN2018.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77687;A-021/CENIPA/2018 - 01;2021-09-17;2021-09-29;2023-10-16;Atuar junto aos Centros de Treinamento de Aviaaao Civil (CTAC) certificados para ministrar curso de formaaao de piloto agracola, a fim de que aqueles Centros atuem como facilitadores na divulgaaao dos requisitos estabelecidos, assim como sejam promotores de uma cultura de seguranaa operacional que possibilite aos pilotos de aviaaao agracola, no inacio de sua carreira, elevar o navel de consciancia situacional ata adquirir a necessaria experiancia nesse tipo de serviao aareo especializado.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77687;A-021/CENIPA/2018 - 02;2021-09-17;2021-09-29;2021-11-10;Atuar junto ao Ministario da Agricultura, Pecuaria e Abastecimento (MAPA) para que aquele Ministario divulgue, no seu satio eletranico e na pagina sobre aviaaao agracola, as limitaaaes impostas pela Autoridade de Aviaaao Civil aos operadores privados aeroagracolas.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77687;A-021/CENIPA/2018 - 03;2021-09-17;2021-09-23;2021-11-10;Analisar junto a Divisao de Aviaaao Agracola do MAPA a viabilidade de criar aplicativo eletranico com informaaaes sobre empresas autorizadas e aeronaves aptas a prestar serviaos aeroagracolas, nos moldes do app aVOE SEGUROa, objetivando disponibilizar aos produtores rurais e aos auditores fiscais federais agropecuarios do MAPA as informaaaes necessarias para mitigar a prestaaao de serviaos aeroagracolas por parte de operadores nao autorizados.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77685;A-025/CENIPA/2018 - 01;2018-05-10;2018-05-22;2018-06-05;Divulgar os ensinamentos colhidos na presente investigaaao, a fim de alertar os pilotos e operadores de serviaos aeroAgracolas sobre a importancia da correta confecaao do Gerenciamento dos Riscos ? Seguranaa Operacional (GRSO), sobretudo no que diz respeito ? identifica??o de perigos e mitiga??o dos riscos envolvidos nas operaaaes em ?reas de pouso para uso aeroAgracola.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77684;A-017/CENIPA/2018 - 01;2019-12-18;2020-01-13;2021-02-19;ATUAR JUNTO a AERO STA MANUTENaaO DE AERONAVES LTDA., A FIM DE QUE AQUELA ORGANIZAaaO DEMONSTRE QUE POSSUI E APLICA TODOS OS RECURSOS NECESSaRIOS a ADEQUADA PRESTAaaO DE SERVIaOS DE MANUTENaaO NAS AERONAVES CESSNA AIRCRAFT, MODELO A188B, CONFORME PRECONIZA A LEGISLAaaO EM VIGOR, OS RESPECTIVOS MANUAIS TaCNICOS E A LISTA DE CAPACIDADES DA EMPRESA.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77684;A-017/CENIPA/2018 - 02;2019-12-18;2020-01-13;2021-01-11;ATUAR JUNTO a EMPRESA AEROAGRaCOLA SUREaA, A FIM DE QUE AQUELE OPERADOR APERFEIaOE SEUS MECANISMOS ADMINISTRATIVOS E OPERACIONAIS DE RECEBIMENTO E VERIFICAaaO DOS SERVIaOS DE MANUTENaaO EXECUTADOS EM SUAS AERONAVES, COMO FORMA DE PREVENIR OCORRaNCIAS AERONaUTICAS.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77678;A-015/CENIPA/2018 - 01;2020-10-29;2020-11-25;2021-05-14;Atuar junto a Fanix Recuperaaao e Manutenaao de Aeronaves Ltda., a fim de garantir que aquela organizaaao de manutenaao produza os documentos para o retorno ao serviao das aeronaves, em consonancia com o Manual de Organizaaao de Manutenaao (MOM) adotado pela empresa, e garantir que os prazos e repetiaaes das inspeaaes realizadas fora de sede ocorram conforme preva a IS 145-009B.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77678;A-015/CENIPA/2018 - 02;2020-10-29;2020-11-25;2021-05-14;Atuar junto a Fanix Recuperaaao e Manutenaao de Aeronaves Ltda., a fim de assegurar que aquela empresa realize as inspeaaes das pas do rotor principal das aeronaves fabricadas pela Robinson Helicopter Company, modelos R22, R44 e suas variaaaes, em conformidade com o estabelecido nos Manuais de Manutenaao desses projetos.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77678;A-015/CENIPA/2018 - 03;2020-10-29;2020-11-25;2022-01-13;Atuar junto aos pilotos, operadores e mantenedores das aeronaves fabricadas pela Robinson Helicopter Company, modelos R22, R44 e suas variaaaes, a fim de assegurar que esses entes regulados cumpram de maneira aceitavel os processos estabelecidos nas publicaaaes tacnicas dessas aeronaves.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77678;A-015/CENIPA/2018 - 04;2020-10-29;2020-11-25;2021-05-14;Atuar junto a Fanix Recuperaaao e Manutenaao de Aeronaves Ltda., a fim de que aquela organizaaao de manutenaao aprimore seus mecanismos de Supervisao Gerencial nos ambitos tacnico e administrativo, sobretudo no que diz respeito aos serviaos de manutenaao realizados fora de sede nas aeronaves fabricadas pela Robinson Helicopter Company, modelos R22, R44 e suas variaaaes.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77678;A-015/CENIPA/2018 - 05;2020-10-29;2020-11-25;2021-05-14;Atuar junto a Fanix Recuperaaao e Manutenaao de Aeronaves Ltda., a fim de reavaliar a adequabilidade do Sistema de Gerenciamento da Seguranaa Operacional (SGSO) e o cumprimento do Manual de Gerenciamento de Seguranaa Operacional (MGSO) adotados por aquela organizaaao de manutenaao, a luz do que estabelece a IS 145.214-001B.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77678;A-015/CENIPA/2018 - 06;2020-10-29;2020-11-25;2021-01-13;Atuar junto as Organizaaaes de Manutenaao certificadas para a realizaaao dos serviaos de manutenaao nas pas do rotor principal das aeronaves fabricadas pela Robinson Helicopter Company, modelo R22, R44 e suas variaaaes, a fim de que essas empresas cumpram de maneira eficaz o estabelecido na seaao 145.221 do RBAC 145 - Relatarios de dificuldades em serviao.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
77678;A-015/CENIPA/2018 - 07;2020-10-29;2020-11-25;2021-05-14;Atuar junto a Fanix Recuperaaao e Manutenaao de Aeronaves Ltda., a fim de que aquela organizaaao de manutenaao assegure aos mecanicos que nela atuam treinamentos iniciais e recorrentes que os tornem capazes de executar as tarefas designadas, e que tais treinamentos sejam documentados, conforme a seaao 145.163 do RBAC 145.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
